Morningstar Category,Medalist_1,Medalist_2,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),27.0,35.0,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.5472414574080204
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class C (PJECX),PGIM Real Estate Income Fund- Class A (PRKAX),8.0,7.0,0.02,0.26,15.78,9.21,1.02,15 years,12/21/2010,219.74,118.0,Y,N,0.0135,0.27,15.72,9.34,0.88,11 years,06/03/2015,56.87,112.0,Y,N,3.5399420942719697
Real Estate,Bronze,Bronze,NYLI CBRE Real Estate Class I (CRARX),Neuberger Real Estate Fund A Class (NREAX),86.0,85.0,0.0083,-0.03,16.92,4.45,1.01,6 years,12/31/1996,211.36,98.0,N,N,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,3.536995606911125
Real Estate,Neutral,Bronze,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Neuberger Real Estate Fund I Class (NBRIX),84.0,84.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,3.530670301910897
Real Estate,Bronze,Bronze,NYLI CBRE Real Estate Class A (CLARX),Neuberger Real Estate Fund A Class (NREAX),88.0,85.0,0.0118,-0.05,17.03,4.11,1.02,6 years,12/31/1996,211.36,98.0,Y,Y,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,3.524755633485716
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class Z (PJEZX),PGIM Real Estate Income Fund- Class Z (PRKZX),4.0,4.0,0.01,0.34,15.8,10.33,1.02,15 years,12/21/2010,219.74,118.0,N,N,0.011,0.29,15.71,9.62,0.89,11 years,06/03/2015,56.87,112.0,N,N,3.5237132624392795
Real Estate,Bronze,Bronze,NYLI CBRE Real Estate Class I (CRARX),Neuberger Real Estate Fund I Class (NBRIX),86.0,84.0,0.0083,-0.03,16.92,4.45,1.01,6 years,12/31/1996,211.36,98.0,N,N,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,3.5138266873229433
Real Estate,Neutral,Gold,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Fidelity Real Estate Investment Portfolio (FRESX),34.0,53.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.0064,0.08,16.59,6.34,1.01,27 years,11/17/1986,2812.5,35.0,N,Y,3.5098044597812486
Real Estate,Neutral,Neutral,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),PGIM US Real Estate Fund- Class A (PJEAX),7.0,4.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.0125,0.32,15.8,10.05,1.02,15 years,12/21/2010,219.74,118.0,Y,N,3.5091692479560095
Real Estate,Negative,Neutral,Goldman Sachs Real Estate Securities Fund Class C (GRECX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),56.0,35.0,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.5066807465064485
Real Estate,Bronze,Bronze,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),Neuberger Real Estate Fund I Class (NBRIX),72.0,84.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,3.501332416783108
Real Estate,Negative,Bronze,Sterling Capital Real Estate Fund A (STMMX),Nuveen Real Estate Securities Fund Class A (FREAX),48.0,51.0,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.4995491095135276
Real Estate,Neutral,Neutral,Goldman Sachs Real Estate Securities Fund Class A (GREAX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),31.0,35.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,3.4950642024418572
Real Estate,Negative,Neutral,Sterling Capital Real Estate Fund C (STMOX),Nuveen Real Estate Securities Fund Class C (FRLCX),71.0,73.0,0.0186,0.04,16.07,5.68,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.490239593724707
Real Estate,Negative,Neutral,Goldman Sachs Real Estate Securities Fund Class C (GRECX),Cohen & Steers Realty Shares Fund Class C (CSJCX),56.0,56.0,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,3.4873528136182985
Real Estate,Neutral,Neutral,Neuberger Real Estate Fund Trust Class (NBRFX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),84.0,35.0,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.4637911526415204
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Principal Real Estate Securities Fund Class A (PRRAX),31.0,57.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.0118999999999999,0.07,15.82,6.19,0.93,25 years,12/06/2000,6127.93,18.5,Y,Y,3.4620356888071178
Real Estate,Bronze,Neutral,Neuberger Real Estate Fund A Class (NREAX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),85.0,35.0,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.456867778681545
Real Estate,Neutral,Bronze,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Neuberger Real Estate Fund A Class (NREAX),84.0,85.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,3.4423347718010247
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class C (PJECX),SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),8.0,7.0,0.02,0.26,15.78,9.21,1.02,15 years,12/21/2010,219.74,118.0,Y,N,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,3.4311930191677806
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Nuveen Real Estate Securities Fund Class A (FREAX),52.0,51.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.4235878534931636
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Nuveen Real Estate Securities Fund Class A (FREAX),52.0,51.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.4235878534931636
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),Principal Real Estate Securities Fund Institutional Class (PIREX),27.0,45.0,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,3.4199513825872194
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),Principal Real Estate Securities Fund Institutional Class (PIREX),27.0,45.0,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,3.4199513825872194
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Principal Real Estate Securities Fund Class A (PRRAX),52.0,57.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0118999999999999,0.07,15.82,6.19,0.93,25 years,12/06/2000,6127.93,18.5,Y,Y,3.4194421441987957
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Principal Real Estate Securities Fund Class A (PRRAX),52.0,57.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0118999999999999,0.07,15.82,6.19,0.93,25 years,12/06/2000,6127.93,18.5,Y,Y,3.4194421441987957
Real Estate,Negative,Neutral,Franklin Real Estate Securities Fund Class C (FRRSX),Nuveen Real Estate Securities Fund Class C (FRLCX),86.0,73.0,0.0177,-0.04,16.44,4.43,0.99,12 years,01/03/1994,227.47,28.21,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.374209707051463
Real Estate,Neutral,Bronze,Franklin Real Estate Securities Fund Class A (FREEX),Nuveen Real Estate Securities Fund Class A (FREAX),79.0,51.0,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.363397869468871
Real Estate,Neutral,Negative,JHancock Real Estate Securities Fund Class A (JYEBX),Nomura Real Estate Securities Fund Class A (IRSAX),25.0,19.0,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,0.012,0.19,15.12,7.97,0.96,3 years,02/25/1999,82.34,45.0,Y,Y,3.3623162109623355
Real Estate,Neutral,Silver,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Cohen & Steers Institutional Realty Shares (CSRIX),31.0,30.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,3.3565981795812707
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Principal Real Estate Securities Fund Institutional Class (PIREX),31.0,45.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,3.353038530159601
Real Estate,Silver,Bronze,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),Nuveen Real Estate Securities Select Fund A Class (TCREX),61.0,58.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,3.3493398372017893
Real Estate,Neutral,Neutral,American Century Real Estate Fund Investor Class (REACX),Nuveen Real Estate Securities Fund Class C (FRLCX),51.0,73.0,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.3298564070963366
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),Cohen & Steers Realty Shares Fund Class I (CSJIX),35.0,30.0,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,0.0088,0.13,16.71,7.26,1.04,18 years,07/02/1991,7484.33,30.0,N,N,3.3281866625844967
Real Estate,Neutral,Negative,JHancock Real Estate Securities Fund Class I (JABGX),Nomura Real Estate Securities Fund Class A (IRSAX),23.0,19.0,0.0091,0.18,15.61,7.84,1.0,5 years,10/14/2005,211.41,105.0,N,N,0.012,0.19,15.12,7.97,0.96,3 years,02/25/1999,82.34,45.0,Y,Y,3.3258892583549433
Real Estate,Neutral,Neutral,Nuveen Real Estate Securities Fund Class C (FRLCX),Franklin Real Estate Securities Fund Class A (FREEX),73.0,79.0,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,3.322083001087438
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),31.0,35.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.3108417618977315
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Nuveen Real Estate Securities Fund Class C (FRLCX),52.0,73.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.298484843172856
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Nuveen Real Estate Securities Fund Class C (FRLCX),52.0,73.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.298484843172856
Real Estate,Silver,Bronze,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),Nuveen Real Estate Securities Fund Class A (FREAX),61.0,51.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.2963917849802202
Real Estate,Neutral,Neutral,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),31.0,34.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,3.292273271615149
Real Estate,Neutral,Neutral,PGIM US Real Estate Fund- Class A (PJEAX),PGIM Real Estate Income Fund- Class Z (PRKZX),4.0,4.0,0.0125,0.32,15.8,10.05,1.02,15 years,12/21/2010,219.74,118.0,Y,N,0.011,0.29,15.71,9.62,0.89,11 years,06/03/2015,56.87,112.0,N,N,3.281380132807695
Real Estate,Neutral,Bronze,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Nuveen Real Estate Securities Fund Class A (FREAX),31.0,51.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.2785871353683227
Real Estate,Silver,Neutral,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),American Century Real Estate Fund Investor Class (REACX),61.0,51.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,3.2773123740856973
Real Estate,Negative,Neutral,Goldman Sachs Real Estate Securities Fund Class C (GRECX),BlackRock Real Estate Securities Fund Investor C Shares (BCREX),56.0,72.0,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,3.274551414680693
Real Estate,Silver,Neutral,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),American Century Real Estate Fund I Class (REAIX),61.0,39.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,3.2735414362263326
Real Estate,Bronze,Neutral,Neuberger Real Estate Fund I Class (NBRIX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),84.0,34.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,3.269809316015419
Real Estate,Negative,Negative,Invesco Real Estate Fund Class A (IARAX),Franklin Real Estate Securities Fund Class C (FRRSX),94.0,86.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0177,-0.04,16.44,4.43,0.99,12 years,01/03/1994,227.47,28.21,Y,N,3.262129687259663
Real Estate,Bronze,Neutral,Neuberger Real Estate Fund I Class (NBRIX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),84.0,35.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,3.2512408257328365
Real Estate,Silver,Neutral,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),American Century Real Estate Fund A Class (AREEX),61.0,58.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,3.239606745251398
Real Estate,Neutral,Silver,Cohen & Steers Realty Shares Fund Class C (CSJCX),Cohen & Steers Institutional Realty Shares (CSRIX),56.0,30.0,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,3.2370421351530445
Real Estate,Bronze,Neutral,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),American Century Real Estate Fund I Class (REAIX),72.0,39.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,3.227848804808751
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Cohen & Steers Realty Shares Fund Class I (CSJIX),34.0,30.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.0088,0.13,16.71,7.26,1.04,18 years,07/02/1991,7484.33,30.0,N,N,3.1570875906106535
Real Estate,Bronze,Bronze,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),Nuveen Real Estate Securities Fund Class A (FREAX),72.0,51.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.155367540005601
Real Estate,Neutral,Neutral,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Nuveen Real Estate Securities Fund Class C (FRLCX),84.0,73.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.1498813970180697
Real Estate,Bronze,Neutral,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),American Century Real Estate Fund Investor Class (REACX),72.0,51.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,3.1362881291110782
Real Estate,Bronze,Neutral,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),Nuveen Real Estate Securities Fund Class C (FRLCX),72.0,73.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,3.1233621874129804
Real Estate,Negative,Neutral,American Century Real Estate Fund C Class (ARYCX),DWS RREEF Real Estate Securities Fund - Class C (RRRCX),75.0,84.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,3.1042460103237928
Real Estate,Bronze,Neutral,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),American Century Real Estate Fund A Class (AREEX),72.0,58.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,3.0985825002767786
Real Estate,Neutral,Neutral,T. Rowe Price Real Estate Fund (TRREX),Franklin Real Estate Securities Fund Class A (FREEX),75.0,79.0,0.0088,0.02,16.91,5.39,1.01,2 years,10/31/1997,666.87,6.2,N,Y,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,3.091701434888214
Real Estate,Neutral,Neutral,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Neuberger Real Estate Fund Trust Class (NBRFX),84.0,84.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,3.0658216302128505
Real Estate,Bronze,Silver,Nuveen Real Estate Securities Select Fund A Class (TCREX),Cohen & Steers Institutional Realty Shares (CSRIX),58.0,30.0,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,3.035689388587364
Real Estate,Negative,Bronze,Invesco Real Estate Fund Class A (IARAX),Neuberger Real Estate Fund A Class (NREAX),94.0,85.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,3.0108294112555805
Real Estate,Negative,Neutral,Invesco Real Estate Fund Class C (IARCX),Neuberger Real Estate Fund C Class (NRECX),98.0,90.0,0.0213,-0.15,16.32,2.6,1.0,20 years,05/01/1995,653.79,63.0,Y,N,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,3.006174653361174
Real Estate,Negative,Neutral,Invesco Real Estate Fund Class A (IARAX),Neuberger Real Estate Fund Trust Class (NBRFX),94.0,84.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,2.9996859146555583
Real Estate,Silver,Silver,Nuveen Real Estate Securities Select Fund R6 Class (TIREX),Cohen & Steers Institutional Realty Shares (CSRIX),48.0,30.0,0.005,0.09,16.43,6.45,1.04,20 years,10/01/2002,2538.21,7.0,N,N,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,2.9610379937357902
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),Cohen & Steers Realty Shares Fund Class A (CSJAX),35.0,32.0,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,2.9597802136120825
Real Estate,Neutral,Silver,Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),Cohen & Steers Institutional Realty Shares (CSRIX),35.0,30.0,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,2.948314654474696
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Cohen & Steers Realty Shares Fund Class A (CSJAX),34.0,32.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,2.9412117233295
Real Estate,Bronze,Bronze,Neuberger Real Estate Fund I Class (NBRIX),Nuveen Real Estate Securities Select Fund A Class (TCREX),84.0,58.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,2.904717454174903
Real Estate,Neutral,Silver,Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),Nuveen Real Estate Securities Select Fund R6 Class (TIREX),35.0,48.0,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,0.005,0.09,16.43,6.45,1.04,20 years,10/01/2002,2538.21,7.0,N,N,2.888715795709343
Real Estate,Neutral,Bronze,T. Rowe Price Real Estate Fund (TRREX),NYLI CBRE Real Estate Class I (CRARX),75.0,86.0,0.0088,0.02,16.91,5.39,1.01,2 years,10/31/1997,666.87,6.2,N,Y,0.0083,-0.03,16.92,4.45,1.01,6 years,12/31/1996,211.36,98.0,N,N,2.8777560977707597
Real Estate,Neutral,Neutral,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),31.0,35.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,2.8292745464169267
Real Estate,Neutral,Neutral,American Century Real Estate Fund A Class (AREEX),Nuveen Real Estate Securities Fund Class C (FRLCX),58.0,73.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,2.8154927104768674
Real Estate,Neutral,Bronze,Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),Nuveen Real Estate Securities Select Fund A Class (TCREX),35.0,58.0,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,2.8108366088696566
Real Estate,Neutral,Neutral,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),31.0,34.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,2.810706056134344
Real Estate,Neutral,Silver,Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),Nuveen Real Estate Securities Select Fund R6 Class (TIREX),34.0,48.0,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,0.005,0.09,16.43,6.45,1.04,20 years,10/01/2002,2538.21,7.0,N,N,2.8014023658348157
