Morningstar Category,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Real Estate,Principal Real Estate Securities Fund Class C (PRCEX),DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),78.0,61.0,0.0208,0.01,15.82,5.25,0.93,25 years,12/06/2000,6109.0,18.5,Y,N,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,5.494746528316762
Real Estate,BlackRock Real Estate Securities Fund Investor A Shares (BAREX),Cohen & Steers Institutional Realty Shares (CSRIX),50.0,30.0,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,5.4927615951139845
Real Estate,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Cohen & Steers Realty Shares Fund Class A (CSJAX),52.0,32.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,5.4923842214458745
Real Estate,American Century Real Estate Fund A Class (AREEX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),58.0,34.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.492242859697585
Real Estate,Franklin Real Estate Securities Fund Class C (FRRSX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),86.0,35.0,0.0177,-0.04,16.44,4.43,0.99,12 years,01/03/1994,227.47,28.21,Y,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,5.487264867403623
Real Estate,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),Cohen & Steers Institutional Realty Shares (CSRIX),72.0,30.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,5.483011168919212
Real Estate,Neuberger Real Estate Fund C Class (NRECX),Franklin Real Estate Securities Fund Class A (FREEX),90.0,79.0,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,5.479830959307744
Real Estate,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),Goldman Sachs Real Estate Securities Fund Class C (GRECX),61.0,56.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,5.4790363095110495
Real Estate,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),61.0,35.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,5.478816292373014
Real Estate,Virtus Duff & Phelps Real Estate Securities Fund Class A (PHRAX),Cohen & Steers Realty Shares Fund Class C (CSJCX),31.0,56.0,0.0124,0.13,16.11,7.12,0.97,27 years,03/01/1995,332.31,17.0,Y,Y,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,5.478352020632003
Real Estate,Sterling Capital Real Estate Fund A (STMMX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),48.0,34.0,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.475514185438023
Real Estate,Neuberger Real Estate Fund A Class (NREAX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),85.0,35.0,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,5.473935237590907
Real Estate,Invesco Real Estate Fund Class A (IARAX),American Century Real Estate Fund A Class (AREEX),94.0,58.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,5.4694412549215965
Real Estate,Invesco Real Estate Fund Class C (IARCX),Davis Real Estate Fund Class Y (DREYX),98.0,94.0,0.0213,-0.15,16.32,2.6,1.0,20 years,05/01/1995,653.79,63.0,Y,N,0.0074,-0.1,17.04,3.26,1.03,32 years,01/03/1994,124.33,16.0,N,N,5.465919144103905
Real Estate,Invesco Real Estate Fund Class A (IARAX),Nuveen Real Estate Securities Select Fund A Class (TCREX),94.0,58.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,5.464967401886682
Real Estate,Neuberger Real Estate Fund Trust Class (NBRFX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),84.0,35.0,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,5.459063155253507
Real Estate,American Century Real Estate Fund C Class (ARYCX),Invesco Real Estate Fund Class C (IARCX),75.0,98.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0213,-0.15,16.32,2.6,1.0,20 years,05/01/1995,653.79,63.0,Y,N,5.4562684949449185
Real Estate,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),PGIM Real Estate Income Fund- Class Z (PRKZX),7.0,4.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.011,0.29,15.71,9.62,0.89,11 years,06/03/2015,56.87,112.0,N,N,5.453981131488387
Real Estate,Sterling Capital Real Estate Fund Institutional (STMDX),Nuveen Real Estate Securities Fund Class C (FRLCX),34.0,73.0,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,5.444147741475101
Real Estate,Principal Real Estate Securities Fund Institutional Class (PIREX),Sterling Capital Real Estate Fund Institutional (STMDX),45.0,34.0,0.0086,0.1,15.84,6.54,0.93,25 years,12/06/2000,6127.93,18.5,N,N,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,5.443874221750762
Real Estate,American Century Real Estate Fund I Class (REAIX),Nomura Real Estate Securities Fund Class A (IRSAX),39.0,19.0,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,0.012,0.19,15.12,7.97,0.96,3 years,02/25/1999,82.34,45.0,Y,Y,5.44202944954743
Real Estate,Neuberger Real Estate Fund I Class (NBRIX),Cohen & Steers Realty Shares Fund Class C (CSJCX),84.0,56.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,5.439995566278689
Real Estate,American Century Real Estate Fund Investor Class (REACX),Nomura Real Estate Securities Fund Class A (IRSAX),51.0,19.0,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,0.012,0.19,15.12,7.97,0.96,3 years,02/25/1999,82.34,45.0,Y,Y,5.439240954369284
Real Estate,American Century Real Estate Fund C Class (ARYCX),Invesco Real Estate Fund Class A (IARAX),75.0,94.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,5.436599502580911
Real Estate,American Century Real Estate Fund A Class (AREEX),Virtus Duff & Phelps Real Estate Securities Fund Class I (PHRIX),58.0,27.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0098999999999999,0.15,16.12,7.41,0.97,27 years,03/01/1995,332.31,17.0,N,N,5.4348734947697235
Real Estate,American Century Real Estate Fund A Class (AREEX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),58.0,35.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,5.42854025363328
Real Estate,BlackRock Real Estate Securities Fund Investor C Shares (BCREX),NAA Risk Managed Real Estate Fund Institutional (GURIX),72.0,44.0,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,0.0127,0.1,15.03,6.56,0.9,2 years,03/28/2014,179.97,69.0,N,N,5.419596803946029
Real Estate,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),NYLI CBRE Real Estate Class C (CRCRX),84.0,94.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0192999999999999,-0.1,16.96,3.29,1.01,6 years,12/31/1996,211.36,98.0,Y,N,5.419428413477814
Real Estate,Neuberger Real Estate Fund A Class (NREAX),Cohen & Steers Realty Shares Fund Class C (CSJCX),85.0,56.0,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,5.418827212206101
Real Estate,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),BlackRock Real Estate Securities Fund Investor A Shares (BAREX),72.0,50.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,5.416091310484924
Real Estate,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),BlackRock Real Estate Securities Fund Investor A Shares (BAREX),7.0,50.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,5.414404041020538
Real Estate,Invesco Real Estate Fund Class C (IARCX),Franklin Real Estate Securities Fund Class A (FREEX),98.0,79.0,0.0213,-0.15,16.32,2.6,1.0,20 years,05/01/1995,653.79,63.0,Y,N,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,5.414072540474013
Real Estate,Sterling Capital Real Estate Fund Institutional (STMDX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),34.0,34.0,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.413490205715286
Real Estate,Sterling Capital Real Estate Fund A (STMMX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),48.0,35.0,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,5.411811579373717
Real Estate,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),PGIM Real Estate Income Fund- Class A (PRKAX),7.0,7.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.0135,0.27,15.72,9.34,0.88,11 years,06/03/2015,56.87,112.0,Y,N,5.409426193394712
Real Estate,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),84.0,34.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.4065248603500216
Real Estate,Franklin Real Estate Securities Fund Class A (FREEX),Cohen & Steers Institutional Realty Shares (CSRIX),79.0,30.0,0.0103,0.01,16.44,5.2,0.99,12 years,01/03/1994,227.47,28.21,Y,Y,0.0075,0.13,16.67,7.27,1.03,18 years,02/14/2000,8183.0,30.0,N,N,5.403565224975679
Real Estate,Sterling Capital Real Estate Fund C (STMOX),Cohen & Steers Realty Shares Fund Class C (CSJCX),71.0,56.0,0.0186,0.04,16.07,5.68,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.018,0.07,16.71,6.28,1.04,18 years,07/02/1991,7484.33,30.0,Y,N,5.385872140385073
Real Estate,Columbia Real Estate Equity Fund Class A (CREAX),SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),27.0,7.0,0.0125,0.14,16.73,7.43,1.02,3 years,04/04/1994,130.03,41.0,Y,Y,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,5.38365375707629
Real Estate,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),Nuveen Real Estate Securities Select Fund R6 Class (TIREX),7.0,48.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.005,0.09,16.43,6.45,1.04,20 years,10/01/2002,2538.21,7.0,N,N,5.383572819199512
Real Estate,Neuberger Real Estate Fund Trust Class (NBRFX),Davis Real Estate Fund Class A (RPFRX),84.0,95.0,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,0.01,-0.12,17.03,2.99,1.03,32 years,01/03/1994,124.33,16.0,Y,Y,5.375545313131502
Real Estate,JHancock Real Estate Securities Fund Class A (JYEBX),PGIM Real Estate Income Fund- Class Z (PRKZX),25.0,4.0,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,0.011,0.29,15.71,9.62,0.89,11 years,06/03/2015,56.87,112.0,N,N,5.372402645425646
Real Estate,Nuveen Real Estate Securities Select Fund A Class (TCREX),BlackRock Real Estate Securities Fund Investor C Shares (BCREX),58.0,72.0,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,5.369253513769539
Real Estate,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),JHancock Real Estate Securities Fund Class A (JYEBX),72.0,25.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,5.36853436357082
Real Estate,JHancock Real Estate Securities Fund Class I (JABGX),American Century Real Estate Fund Investor Class (REACX),23.0,51.0,0.0091,0.18,15.61,7.84,1.0,5 years,10/14/2005,211.41,105.0,N,N,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,5.36549905624554
Real Estate,Invesco Real Estate Fund Class A (IARAX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),94.0,34.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.362340686659461
Real Estate,Knights of Columbus Real Estate Fund I Shares (KCRIX),BlackRock Real Estate Securities Fund Investor C Shares (BCREX),93.0,72.0,0.01,-0.09,16.72,3.48,,2 years,09/30/2019,138.19,114.0,N,N,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,5.3538848888772455
Real Estate,Nuveen Real Estate Securities Fund Class C (FRLCX),Nuveen Real Estate Securities Select Fund A Class (TCREX),73.0,58.0,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,0.0083,0.07,16.4,6.11,1.03,20 years,10/01/2002,2538.21,7.0,Y,N,5.353210408315851
Real Estate,Neuberger Real Estate Fund Trust Class (NBRFX),Davis Real Estate Fund Class Y (DREYX),84.0,94.0,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,0.0074,-0.1,17.04,3.26,1.03,32 years,01/03/1994,124.33,16.0,N,N,5.3480488438759775
Real Estate,JHancock Real Estate Securities Fund Class A (JYEBX),American Century Real Estate Fund A Class (AREEX),25.0,58.0,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,5.345932258453188
Real Estate,Knights of Columbus Real Estate Fund I Shares (KCRIX),Dunham Real Estate Stock Fund Class N (DNREX),93.0,84.0,0.01,-0.09,16.72,3.48,,2 years,09/30/2019,138.19,114.0,N,N,0.0155,-0.02,17.86,4.63,1.23,0 year,12/10/2004,63.67,78.0,N,N,5.344905954869213
Real Estate,DWS RREEF Real Estate Securities Fund - Class C (RRRCX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),84.0,35.0,0.0173,-0.01,15.93,4.84,0.98,21 years,12/01/1999,937.62,106.0,Y,N,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,5.342822254285717
Real Estate,NAA Risk Managed Real Estate Fund Institutional (GURIX),PGIM Real Estate Income Fund- Class C (PRKCX),44.0,15.0,0.0127,0.1,15.03,6.56,0.9,2 years,03/28/2014,179.97,69.0,N,N,0.021,0.22,15.62,8.52,0.88,11 years,06/03/2015,56.87,112.0,Y,N,5.341807589900299
Real Estate,NYLI CBRE Real Estate Class A (CLARX),BlackRock Real Estate Securities Fund Investor C Shares (BCREX),88.0,72.0,0.0118,-0.05,17.03,4.11,1.02,6 years,12/31/1996,211.36,98.0,Y,Y,0.0175,0.04,16.62,5.65,1.01,9 years,09/28/2012,347.99,59.0,Y,N,5.338339837621743
Real Estate,JHancock Real Estate Securities Fund Class A (JYEBX),PGIM Real Estate Income Fund- Class A (PRKAX),25.0,7.0,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,0.0135,0.27,15.72,9.34,0.88,11 years,06/03/2015,56.87,112.0,Y,N,5.330030718098828
Real Estate,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),JHancock Real Estate Securities Fund Class I (JABGX),61.0,23.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0091,0.18,15.61,7.84,1.0,5 years,10/14/2005,211.41,105.0,N,N,5.320408133503571
Real Estate,Knights of Columbus Real Estate Fund I Shares (KCRIX),BlackRock Real Estate Securities Fund Investor A Shares (BAREX),93.0,50.0,0.01,-0.09,16.72,3.48,,2 years,09/30/2019,138.19,114.0,N,N,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,5.314822696882356
Real Estate,Sterling Capital Real Estate Fund A (STMMX),Cohen & Steers Realty Shares Fund Class A (CSJAX),48.0,32.0,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,5.312296873554689
Real Estate,JHancock Real Estate Securities Fund Class I (JABGX),Nuveen Real Estate Securities Fund Class A (FREAX),23.0,51.0,0.0091,0.18,15.61,7.84,1.0,5 years,10/14/2005,211.41,105.0,N,N,0.0118,0.09,15.78,6.38,0.97,15 years,06/30/1995,761.39,62.0,Y,N,5.311110852104306
Real Estate,JHancock Real Estate Securities Fund Class A (JYEBX),PGIM US Real Estate Fund- Class Z (PJEZX),25.0,4.0,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,0.01,0.34,15.8,10.33,1.02,15 years,12/21/2010,219.74,118.0,N,N,5.300989366903778
Real Estate,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Neuberger Real Estate Fund I Class (NBRIX),31.0,84.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,5.30026892166277
Real Estate,Invesco Real Estate Fund Class A (IARAX),Cromwell CenterSquare Real Estate Fund Investor Class (MRESX),94.0,35.0,0.0138,-0.1,16.34,3.36,1.0,20 years,05/01/1995,653.79,63.0,Y,Y,0.0109,0.1,16.87,6.69,1.03,22 years,12/31/1997,88.45,35.0,N,Y,5.298638080595156
Real Estate,Principal Real Estate Securities Fund Class A (PRRAX),Cohen & Steers Realty Shares Fund Class A (CSJAX),57.0,32.0,0.0118999999999999,0.07,15.82,6.19,0.93,25 years,12/06/2000,6127.93,18.5,Y,Y,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,5.294199021420157
Real Estate,T. Rowe Price Real Estate Fund (TRREX),Nuveen Real Estate Securities Select Fund R6 Class (TIREX),75.0,48.0,0.0088,0.02,16.91,5.39,1.01,2 years,10/31/1997,666.87,6.2,N,Y,0.005,0.09,16.43,6.45,1.04,20 years,10/01/2002,2538.21,7.0,N,N,5.293691641224662
Real Estate,Virtus Duff & Phelps Real Estate Securities Fund Class C (PHRCX),Sterling Capital Real Estate Fund Institutional (STMDX),52.0,34.0,0.0199,0.08,16.11,6.35,0.97,27 years,03/01/1995,332.31,17.0,Y,N,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,5.291392251833156
Real Estate,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),BlackRock Real Estate Securities Fund Investor A Shares (BAREX),61.0,50.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.01,0.08,16.63,6.43,1.0,9 years,09/28/2012,347.99,59.0,Y,N,5.289506980099562
Real Estate,SEI Institutional Managed Trust Real Estate Fund Class F (SETAX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),7.0,35.0,0.0115,0.26,16.55,9.27,1.04,15 years,11/13/2003,72.64,72.0,N,N,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,5.287558492482306
Real Estate,Principal Real Estate Securities Fund Class C (PRCEX),Neuberger Real Estate Fund Trust Class (NBRFX),78.0,84.0,0.0208,0.01,15.82,5.25,0.93,25 years,12/06/2000,6109.0,18.5,Y,N,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,5.28457911528975
Real Estate,DWS RREEF Real Estate Securities Fund - Class Instl (RRRRX),JHancock Real Estate Securities Fund Class A (JYEBX),61.0,25.0,0.0063,0.06,15.97,6.0,0.99,21 years,12/01/1999,937.62,106.0,N,N,0.0116,0.16,15.6,7.57,1.0,5 years,10/14/2005,211.41,105.0,Y,Y,5.283592542342273
Real Estate,Sterling Capital Real Estate Fund Institutional (STMDX),Cohen & Steers Realty Shares Fund Class A (CSJAX),34.0,32.0,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,0.0115,0.12,16.72,6.97,1.04,18 years,07/02/1991,7484.33,30.0,Y,Y,5.280059367644959
Real Estate,Nuveen Real Estate Securities Fund Class C (FRLCX),Cromwell CenterSquare Real Estate Fund Institutional Class (MRASX),73.0,34.0,0.0192999999999999,0.04,15.77,5.59,0.97,15 years,06/30/1995,761.39,62.0,Y,N,0.0101,0.1,16.82,6.78,1.03,22 years,12/31/1997,88.45,35.0,N,N,5.279491322617299
Real Estate,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Neuberger Real Estate Fund A Class (NREAX),31.0,85.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0121,-0.03,16.89,4.52,1.02,20 years,05/01/2002,622.63,57.0,Y,Y,5.2791005675901825
Real Estate,JHancock Real Estate Securities Fund Class I (JABGX),PGIM Real Estate Income Fund- Class A (PRKAX),23.0,7.0,0.0091,0.18,15.61,7.84,1.0,5 years,10/14/2005,211.41,105.0,N,N,0.0135,0.27,15.72,9.34,0.88,11 years,06/03/2015,56.87,112.0,Y,N,5.2723938723591255
Real Estate,Goldman Sachs Real Estate Securities Fund Class C (GRECX),Cohen & Steers Realty Shares Fund Class I (CSJIX),56.0,30.0,0.0196,0.07,16.58,6.27,1.05,9 years,07/27/1998,52.41,39.0,Y,N,0.0088,0.13,16.71,7.26,1.04,18 years,07/02/1991,7484.33,30.0,N,N,5.268046963703052
Real Estate,Neuberger Real Estate Fund I Class (NBRIX),Davis Real Estate Fund Class A (RPFRX),84.0,95.0,0.0085,-0.01,16.91,4.91,1.02,20 years,05/01/2002,622.63,57.0,N,N,0.01,-0.12,17.03,2.99,1.03,32 years,01/03/1994,124.33,16.0,Y,Y,5.264951901475338
Real Estate,Goldman Sachs Real Estate Securities Fund Class A (GREAX),Neuberger Real Estate Fund Trust Class (NBRFX),31.0,84.0,0.0121,0.13,16.66,7.13,1.06,9 years,07/27/1998,52.41,39.0,Y,Y,0.0139999999999999,-0.02,16.86,4.7,1.02,20 years,05/01/2002,622.63,57.0,N,Y,5.264228485252783
Real Estate,American Century Real Estate Fund C Class (ARYCX),Sterling Capital Real Estate Fund C (STMOX),75.0,71.0,0.0215,0.02,15.45,5.35,0.93,17 years,09/21/1995,510.56,113.0,Y,N,0.0186,0.04,16.07,5.68,0.95,14 years,05/30/1980,62.02,7.62,Y,N,5.2634999223270205
Real Estate,American Century Real Estate Fund A Class (AREEX),Sterling Capital Real Estate Fund A (STMMX),58.0,48.0,0.0139999999999999,0.07,15.47,6.14,0.93,17 years,09/21/1995,514.74,113.0,Y,N,0.0111,0.09,16.08,6.49,0.95,14 years,05/30/1980,62.02,7.62,Y,N,5.262806961318963
Real Estate,American Century Real Estate Fund Investor Class (REACX),Sterling Capital Real Estate Fund Institutional (STMDX),51.0,34.0,0.0115,0.09,15.47,6.39,0.93,17 years,09/21/1995,514.74,113.0,N,Y,0.0086,0.11,16.07,6.75,0.95,14 years,05/30/1980,62.02,7.62,N,N,5.256974419281342
Real Estate,DWS RREEF Real Estate Securities Fund - Class A (RRRAX),Neuberger Real Estate Fund C Class (NRECX),72.0,90.0,0.01,0.04,15.95,5.6,0.98,21 years,12/01/1999,937.62,106.0,Y,Y,0.0196,-0.08,16.87,3.75,1.02,20 years,05/01/2002,622.63,57.0,Y,N,5.254962765576181
Real Estate,NYLI CBRE Real Estate Class I (CRARX),BlackRock Real Estate Securities Fund Institutional Shares (BIREX),86.0,35.0,0.0083,-0.03,16.92,4.45,1.01,6 years,12/31/1996,211.36,98.0,N,N,0.0075,0.1,16.66,6.7,1.01,9 years,09/28/2012,347.99,59.0,N,N,5.252928224411815
Real Estate,American Century Real Estate Fund I Class (REAIX),abrdn Real Estate Fund Institutional Class (AIGYX),39.0,10.0,0.0095,0.1,15.47,6.62,0.93,17 years,09/21/1995,514.74,113.0,N,N,0.01,0.25,15.4,8.93,0.96,8 years,12/29/1998,33.29,45.0,N,N,5.245108185647277
Real Estate,Columbia Real Estate Equity Fund Class A (CREAX),Franklin Real Estate Securities Fund Class C (FRRSX),27.0,86.0,0.0125,0.14,16.73,7.43,1.02,3 years,04/04/1994,130.03,41.0,Y,Y,0.0177,-0.04,16.44,4.43,0.99,12 years,01/03/1994,227.47,28.21,Y,N,5.240058777946601
